"id","oblast","importance","name","category","type","area.ha","desig.decision","operator","location"
38,"Сумська","місцеве","Шевців","заказник","ландшафтний",96,"Рішення облради від 27.06.2008 р.","ДП Краснопільське лісове господарство","Краснопільський р-н: Угроїдська селищ./р; ДП Краснопільський лісгосп: Краснопільське л-во, кв. 11-12"
39,"Сумська","місцеве","Біликів","заказник","ландшафтний",50.5,"Рішення облради від 27.06.2008 р.","1. ДП Краснопільське лісове господарство2. Угроїдська селищна рада","Краснопільський р-н: Угроїдська селищ./р; ДП Краснопільський лісгосп, Краснопільське л-во, кв. 10"
40,"Сумська","місцеве","Образ","заказник","ландшафтний",23.8,"Рішення облради від 18.11.2011 р.","ДП Краснопільське лісове господарство","Краснопільський р-н: Самотоївська селищ./р;ДП Краснопільський лісгосп: Великобобрицьке л-во,кв. 37 вид. 11-25"
41,"Сумська","місцеве","Косарівщина","заказник","ландшафтний",58.97,"Рішення сесії облради від 22.02.2013 р.",,
42,"Сумська","місцеве","Ушинський","заказник","лісовий",104,"Рішення облвиконкому від 31.12.1980 р. №704","ДП Шосткинське лісове господарство","Шосткинський р-н: Ковтунівська с/р; на захід від м. Шостка. ДП Шосткинський лісгосп: Шосткинське л-во, кв. 30-33"
43,"Сумська","місцеве","Богданівський","заказник","лісовий",1489,"Рішення облвиконкому від 15.04.1975 р. №219","ДП Шосткинське лісове господарство","Шосткинський р-н: Ображіївська с/р; на південь від с. Ушинське. ДП Шосткинський лісгосп: Шосткинське л-во, кв. 1-29"
44,"Сумська","місцеве","Острів","заказник","лісовий",272,"Розпорядження представника Президента України в області від 28.12.1992 р. №347","ДП С.-Будське лісове господарство","С.-Будський р-н: Нововасилівська с/р; в заплаві р. Зноба. ДП С.-Будський лісгосп: Очкинське л-во, кв. 5-12"
45,"Сумська","місцеве","Мутинський","заказник","ботанічний",347,"Рішення облвиконкому від 27.07.1977 р. №430","ДП Конотопське лісове господарство","Конотопський р-н: Козацька с/р; одна ділянка біля дороги між селами Гута - Жолдаки, друга - на схід від с. Новомутин. ДП Конотопський держлісгосп: Новомутинське л-во, кв. 39-40, 54, 66, 99-100"
46,"Сумська","місцеве","Андріївський","заказник","ботанічний",37,"Рішення облвиконкому від 27.07.1977 р. №430","ДП Кролевецьке лісомисливське господарство","Кролевецький р-н: Кролевецька м/р; поряд з селом Боцманів. ДП Кролевецьке лісомисливське господарство: Хрещатинське л-во, кв. 90"
47,"Сумська","місцеве","Ставище","заказник","ботанічний",30,"Рішення облвиконкому від 27.07.1977 р. №430","ДП Кролевецьке лісомисливське господарство","Кролевецький р-н: Ленінська с/р; біля дороги з с. Ленінське до с. Алтинівки. ДП Кролевецьке лісомисливське господарство: Кролевецьке л-во, кв. 55 (діл. 1-2, 4, 6-9, 11-19, 23.1, 24)**"
