№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
Території та об`єкти ПЗФ загальнодержавного значення;;;;;;;
19;«Коровинський»;заказник;ботанічний;65,5;"Недригайлівський р-н:  Коровинська с/р; болотні угіддя в заплаві  р. Сула";Коровинська сільська рада;Рішення облради від 09.07.2009 р.
20;«Катеринівський»;заказник;ботанічний;773,1;"Лебединський р-н:  Катеринівська с/р; частина охоронної зони відділення УСПЗ «Михайлівська цілина»";Лебединська райдержадміністрація;Рішення облради від 09.07.2009 р.
21;«Довге»;заказник;ботанічний;64;"Лебединський р-н:  Катеринівська с/р; частина балки зі збереженою степовою рослинністю. ДП ""Лебединський агролісгоп"": кв. 13 (вид. 13-15, 10-11)";1. Катеринівська сільська рада2. ДП «Лебединський агролісгосп»;Рішення облради від 27.06.2008 р.
22;«Лозовогрушевий» ;заказник;ботанічний;44;"Лебединський р-н:  Курганська с/р; частина балки зі збереженою степовою рослинністю. ДП ""Лебединський агролісгоп"": кв. 70 (вид. 2-3, 28)";1. Курганська сільська рада2. ДП «Лебединський агролісгосп»;Рішення облради від 09.07.2009 р.
23;«Грушевський» ;заказник;ботанічний;33,5;"Лебединський р-н:  Червленівська с/р; частина балки зі збереженою степовою рослинністю. ДП ""Лебединський агролісгоп"": кв. 89 (вид. 22-23)";1. Червленівська сільська рада2. ДП «Лебединський агролісгосп»;Рішення облради від 09.07.2009 р.
24;«Пристайлівський» ;заказник;ботанічний;37,8;"Лебединський р-н:  Пристайлівська с/р; ДП ""Лебединський агролісгоп"": кв. 93 (вид. 7, 12)";1. Пристайлівська сільська рада2. ДП «Лебединський агролісгосп»;Рішення облради від 27.06.2008 р.
;Разом заказників ботанічних;24;;2921,58;;;
1;«Ведмежівський»;заказник;загально-зоологічний;71,2;"Роменський р-н:  Рогинська с/р; за західною околицею с. Ведмеже. ДП ""Роменський агролісгоп"": Роменське л-во, кв. 30 (вид. 2.1, 10-11)";1. Рогинська сільська рада2. ДП «Роменський агролісгосп»;Рішення облради від 15.10.2010 р.
2;«Байбачий»;заказник;загально-зоологічний;9,6;"Роменський р-н:  Коржівська с/р; поблизу с. Піски";СЗАТ «Україна»;Рішення облради від 27.04.2001 р.
3;«Вирівський;заказник;загально-зоологічний;214,9;"Білопільський р-н:  Вирівська, Горобівська с/р; в заплаві р. Вир між селами Горобівка - Вири.ДП ""Білопільський агролісгосп""";ДП «Білопільський агролісгосп»;Рішення облвиконкому від 23.12.1981 р. №609
4;«Бобровий»;заказник;загально-зоологічний;163;"Білопільський р-н:  Рижівська с/р, Ворожбянська і Білопільська селищ./р; одна ділянка в заплаві Сейму біля с. Рижівка, друга - в заплаві Виру біля м. Ворожба. ДП ""Сумський лісгосп"": Сумське л-во, кв. 85, 93, 95";ДП «Сумське лісове господарство»;Рішення облвиконкому від 23.12.1981 р. №609
5;«Золотарівський»;заказник;загально-зоологічний;150,6;"Сумський р-н:  Кіндратівська, Олексіївська с/р; біля с. Кіндратівка. ДП ""Сумський агролісгосп"": кв. 4 (вид. 36-42), 5 (вид. 36-40)";1. Кіндратівська сільська рада2. Олексіївська сільська рада3. ДП «Сумський агролісгосп»;Рішення облради від 27.04.2001 р.
6;«Русанівський»;заказник;загально-зоологічний;353;"Л.-Долинський р-н:  Русанівська, Лучанська с/р; заплава р. Хорол між селами Русанівка та Лучка. ДП ""Л.-Долинський агролісгосп"": кв. 44 (вид. 10-21), 45 (вид. 14-15), 61 (вид. 30-31)";1. Русанівська сільська рада2. Лучанська сільська рада3. ДП «Л.-Долинський агролісгосп»;Рішення облради від 01.12.2006 р.
7;«Карабутівський»;заказник;загально-зоологічний;93,7;"Конотопський р-н:  Карабутівська с/р; заплава р. Ромен";Карабутівська сільська рада;Рішення облради від 27.07.2007 р.
8;«Попів Грудок»;заказник;загально-зоологічний;167,5;"Кролевецький р-н: Мутинська, Камінська с/р; ДП ""Кролевецький агролісгосп"": Червоноранківське л-во, кв. 52 (вид. 21-22)";1. Кролевецька райдержадміністрація2. ДП «Кролевецький агролісгосп»;Рішення облради від 18.11.2011 р.
9;«Оленкин»;заказник;загально-зоологічний;99,2;"Кролевецький р-н: Камінська с/р; ДП ""Кролевецький агролісгосп"": Червоноранківське л-во, кв. 50 (вид. 18-27)";1. Кролевецька райдержадміністрація2. ДП «Кролевецький агролісгосп»;Рішення облради від 18.11.2011 р.
;Разом заказників загально-зоологічних;9;;1322,7;;;
1;«Улянівський»;заказник;орнітологічний;163;"Білопільський р-н:  Улянівська, Терещенківська, Супрунівська с/р; ставки на р. Вир від околиці с. Терещенки до смт. Улянівка. ДП ""Білопільський агролісгосп""";1. Уляновська селищна рада2. Терещенківська сільська рада3. Супрунівська сільська рада4. ДП «Білопільський агролісгосп»;Рішення облвиконкому від 21.12.1981 р. № 407
2;«Озаричанський» ;заказник;орнітологічний;173,8;"Конотопський р-н: Кузьківська, Присеймівська с/р; ріка Сейм та її заплава. ДП ""Конотопський агролісгосп"": кв. 16 (вид. 5-12, 26-28), 55 (вид. 4-7)";1. Кузьківська сільська рада2. Присеймівська сільська рада3. ДП «Конотопський агролісгосп»;Рішення облради від 28.01.2003 р.
3;«Озеро Семиверстне»;заказник;орнітологічний;74,2;"Лебединський р-н:  Будильська, Калюжненська с/р;землі водного фонду";1. Будильська сільська рада2. Калюжненська сільська рада;Рішення облради від 26.05.2004 р.
4;«Гайки»;заказник;орнітологічний;55,6;"Конотопський р-н: Малосамбірська с/р; верхів’я р. Малий Ромен. ДП ""Конотопський агролісгосп"": кв. 72 (вид. 4)";1. Малосамбірська сільська рада2. ДП «Конотопський агролісгосп»;Рішення облради від 27.07.2007 р.
;Разом заказників орнітологічних;4;;466,6;;;
1;«Боромлянський»;заказник;ентомологічний;6;"Тростянецький р-н: Боромлянська с/р; близько від села Мозкове, яруга з прияружною лісосмугою.ДП ""Тростянецький агролісгосп"": кв.16 (вид. 28-30)";1. Боромлянська сільська рада2. ДП «Тростянецький агролісгосп»;Рішення облвиконкому від 22.12.1982 р. №497
2;«Комишанський»;заказник;ентомологічний;4;"Недригайлівський р-н: Зеленківська с/р; на відстані 1 км на північ від села Комишанка. ДП ""Недригайлівський агролісгосп"": кв. 86 (вид. 6.1, 8.1)";ДП «Недригайлівський агролісгосп»;Рішення облвиконкому від 21.11.1984 р. №334
;Разом заказників ентомологічних;2;;10;;;
1;«Камінські піщаники» (у складі РЛП «Сеймський»);заказник;геологічний;2,5;"Кролевецький р-н: Камінська с/р; південна околиця с. Камінь на березі Сейму";Камінська сільська рада;Рішення облвиконкому від 31.12.1980 р. №704
2;«Гора Золотуха»;заказник;геологічний;14,952;"Конотопський р-н: Пустовійтівська с/р; на відстані 3 км від м. Ромни близько від дороги Ромни – Суми, біля села Герасимівки";1. Пусто війтівська сільська рада2. Власники паїв: Чайка Н.М., Ольшевський Г.Г., Ольшевський В.В., Коротушко А.Й., Полуян Н.А., Гоменко Н.І., Тіщенко М.В.;"Рішення облвиконкому від 31.12.1980 р. №704; рішення облради від 27.06.2008 р."
;Разом заказників геологічних;2;;17,452;;;
1;«Новогребельський»;заказник;гідрологічний;447;"Роменський р-н:  Новогребельська, Ярошівська с/р;ДП ""Роменський агролісгоп"": Андріяшівське л-во, кв. 200 (вид. 15), 201 (вид. 21-23, 29-35), 203 (вид. 9.1, 10), 208 (вид. 9-11, 15-16), 209 (вид. 13-20, 24-26, 28-29)";1. Новогребельська сільська рада2. Ярошівська сільська рада3. ДП «Роменський агролісгосп»;Рішення облради від 15.10.2010 р.
2;«Верхньосульський»;заказник;гідрологічний;1133,1;"Білопільський р-н: Верхосульська с/р; ДП ""Білопільський агролісгосп"": кв. 54 (вид. 12-20).Лебединський р-н: Гринцівська, Штепівська с/р; ДП ""Лебединський агролісгосп"": кв. 1 (вид. 1-2), 4 (вид. 1-4, 11).  Недригайлівський р-н: Вільшанська, Великобудківська, Зеленківська с/р; ДП ""Недригайлівський агролісгосп"": кв. 60 (вид. 32-48), 79 (вид. 1-11), 81 (вид. 1-2), 82 (вид. 17-21, 24), 85 (вид. 22-54, 56), 86 (вид. 15-22), 87 (вид. 8-16), 88 (вид. 1-9); ДП ""Роменський лісгосп"": Недригайлівське л-во, кв. 112 (діл. 4-5, 7-12), 113, 121 (діл. 3-14, 16-33), 122, 123 (діл. 10, 15), 133 (діл. 16), 134 (діл. 3, 6-11, 15), 135 (діл. 1)";1. Верхосульська сільська рада2. ДП «Білопільський агролісгосп»3. Гринцівська сільська рада4. Штепівська сільська рада5. ДП «Лебединський агролісгосп»6. Недригайлівська райдержадміністрація7. ДП «Недригайлівський агролісгосп»8. ДП «Роменське лісове господарство»;Рішення облвиконкому від 25.12.1979 р. № 662, рішення облрадивід 15.10.2010 р.
3;«Миропільський»;заказник;гідрологічний;1304,8;"Краснопільський р-н: Запсільська, Миропільська с/р;заплав р. Псел від кордону з Росією до межі з Сумським районом. ДП ""Краснопільський агролісгосп"": кв. 1 (вид. 18, 21, 24-25), 3 (вид. 7), 4 (вид. 1-2, 4, 8, 24.1), 5 (вид. 1-4, 6-8, 16), 18 (вид. 1, 6-7), 164 (вид. 1)";ДП «Краснопільський агролісгосп»;Рішення облвиконкому від 25.12.1979 р. №662
4;«Юр'ївський»;заказник;гідрологічний;211;"Путивльський р-н: Новослобідська с/р; під правим корінним берегом Сейму вище дороги Юр’єве – Линове, заплава р. Горн, притоки р.Сейм. ДП ""Путивльський агролісгосп"": кв. 72 (вид. 16-32, 34-37), 73 (вид. 8-24), 74 (вид. 9-27)";ДП «Путивльський агролісгосп»;Рішення облвиконкому від 25.12.1979 р. №662
5;«Перелісківський»;заказник;гідрологічний;26;"Лебединський р-н: Великовисторопська с/р; на Легані, лівому меліорованому притоку Псла, на південь від с. Великий Вистороп";Великовисторопська сільська рада;Рішення облвиконкому від 21.12.1981 р. №609
6;«Миколаївський»;заказник;гідрологічний;163,7;"Роменський р-н:  Миколаївська с/р; в заплаві Ромену, між селами Житнє, Миколаївка. ДП ""Роменський агролісгосп"": Роменське л-во, кв. 77 (вид. 11), 82 (вид. 1-6)";1. Миколаївська сільська рада2. ДП «Роменський агролісгосп»;Рішення облвиконкому від 21.12.1981 р. №609
7;«Дорошівський»;заказник;гідрологічний;22;"Ямпільський р-н:  Дорошівська с/р; в заплаві притоку Івотки між селами Дорошенкове - Палащенкове. ДП ""Ямпільський агролісгосп"": кв. 31 (вид. 7, 8)";ДП «Ямпільський агролісгосп»;Рішення облвиконкому від 22.12.1982 р. №494
8;«Ретик»;заказник;гідрологічний;107,8;"Кролевецький р-н: Бистрицька с/р; в заплаві Ретика, правого притоку Реті, навколо с. Ретик. ДП ""Кролевецький агролісгосп"", Ярославецьке л-во, кв. 3 (вид. 1-22)";1. Бистрицька сільська рада2. ДП «Кролевецький агролісгосп»;Рішення облвиконкому від 21.12.1981 р. №609, рішення облради від 25.12.2002 р.
9;«Недригайлівський»;заказник;гідрологічний;917,6;"Недригайлівський р-н: Коровинська, Курманівська, Кулішівська, Засульська с/р; в заплаві Сули від Недригайлова до межі з Роменським районом. ДП ""Недригайлівський агролісгосп"": кв. 48 (вид. 27-28, 30-31, 33-34), 50 (вид. 6.1, 7-11, 14), 53 (вид. 32-35), 63 (вид. 17-22), 64 (вид. 31, 33-36, 41, 43-44, 49-52), 65 (вид. 12-13, 26, 29, 32), 66 (вид. 1-3), 67 (вид. 9), 68 (вид. 12-13, 15-20, 26, 28-39), 71 (вид. 1-8, 10-14, 17-20), 72 (вид. 1-8, 11-15, 31)";1. Коровинська сільська рада2. Курманівська сільська рада3. Кулішівська сільська рада4. Засульська сільська рада5. ДП «Недригайлівський агролісгосп»;Рішення облвиконкому від 25.12.1979 р. №662, рішення облради від 25.12.2002 р.
10;«Присеймський» ;заказник;гідрологічний;101,7;"Конотопський р-н: Присеймівська с/р; заболочене пониження правобережної надзаплавної тераси Сейму";Присеймівська сільська рада;Рішення облвиконкому від 21.12.1983 р. №407
11;«Олександрівський»;заказник;гідрологічний;87;"Краснопільський р-н: Миропільська с/р; в заплаві р. Псел";Миропільська сільська рада;Рішення облвиконкому від 21.12.1983 р. №407
12;«Тернівський»;заказник;гідрологічний;245,1;"Буринський р-н: Черепівська, Жуківська с/р; між селами Вознесенка, Черепівка, Жуківка, Єрчиха";1. Черепівська сільська рада2. Жуківська сільська рада;Рішення облвиконкому від 18.12.1985 р. №355
13;«Бобрицький»;заказник;гідрологічний;34,24;"Лебединський р-н: Московсько-Бобрицька с/р; ДП ""Лебединський лісгосп"": Боровенківське л-во, кв. 92 (діл. 7-8), 85 (діл. 18-22), 97 (діл. 1, 2.1, 3)**";ДП «Лебединське лісове господарство»;Рішення облвиконкому від 18.12.1985 р. №355
14;«Гружчанський»;заказник;гідрологічний;1332,3;"Конотопський р-н: Духанівська, Гружчанська, В'язівська, Козацька с/р; в заплаві р. Єзуч між селами Бережне, Кросна, Червоний Яр, В’язове. ДП ""Конотопський агролісгосп"": кв. 42 (вид. 3), 66 (вид. 1-8), 53 (вид. 2, 7)";1. Духанівська сільська рада2. Гружчанська сільська рада3. В’язівська сільська рада4. Козацька сільська рада5. ДП «Недригайлівський агролісгосп»;Рішення облвиконкому від 19.08.1991 р. №138
15;«Шелехівський»;заказник;гідрологічний;481;"Лебединський р-н: Межирицька с/р; на північ від с. Межиріч; ДП ""Лебединський лісгосп"": Межирицьке л-во, кв. 91-100 (крім кв. 97 діл. 19)";ДП «Лебединське лісове господарство»;Рішення облвиконкому від 19.08.1991 р. №138
16;«Галине болото»;заказник;гідрологічний;220;"Лебединський р-н: Великовисторопська с/р; на відстані 2 км на захід від с. Великий Вистороп. ДП ""Лебединський лісгосп"": Великовисторопське л-во, кв. 30 (діл. 7-15, 17), 31 (діл. 8-22, 24), 32 (діл. 9-18), 33 (діл. 15-17, 20-21, 25), 36 (діл. 1-10), 37 (діл. 1-9), 38 (діл. 1-3, 8-9, 18), 41 (діл. 1-2, 7-8, 10-11, 16, 22)**";ДП «Лебединське лісове господарство»;Розпорядження Представника Президента по Сумській області від 28.12.1992 р.  №347
17;«Верхньосульський-2»;заказник;гідрологічний;230,6;"Сумський р-н: Сульська с/р; біля сіл Сула та Печище, на витоку р. Сула. ДП ""Сумський агролісгосп"": кв. 95 (вид. 6-7, 15-16), 96 (вид. 8-12), 97 (вид. 22, 28)";1. Сульська сільська рада2. ДП «Сумський агролісгосп»;Розпорядження Представника Президента по Сумській області від 28.12.1992 р.  №347
18;«Ямний»;заказник;гідрологічний;696,7;"Великописарівський р-н: Добрянська, Ямненська, Вільненська с/р; між селами Вілне, Ямне. В заплаві р.Ворскла. ДП ""В.-Писарівський агролісгосп"": кв. 45 (вид. 2, 6-7), 47 (вид. 1-3, 15-16)";1. Гетьманський національний природний парк2. ДП «В.-Писарівський агролісгосп»;Розпорядження Представника Президента по Сумській області від 28.12.1992 р.  №347
19;«Дернівський»;заказник;гідрологічний;337,6;"Краснопільський р-н: Бранцівська, Хмелівська с/р; в заплаві р. Дернове. ДП ""Краснопільський агролісгоп"": кв. 134 (вид. 15-16), 135 (вид. 6-7), 152 (вид. 1)";ДП «Краснопільський агролісгосп»;Розпорядження Представника Президента по Сумській області від 28.12.1992 р. №347
20;«Вовківці»;заказник;гідрологічний;462,9;"Роменський р-н: Пустовійтівська, Басівська с/р; між селами Вовківці та Правдюки вздовж русла р. Сула. ДП ""Роменський агролісгосп"": Роменське л-во, кв. 124 (вид. 1, 5-7, 11-12, 15-16, 22-24, 32-36, 47)";1. Пустовійтівська сільська рада2. Басівська сільська рада3. ДП «Роменський агролісгосп»;Рішення облради від 28.11.2005 р.
21;«Пустовійтівський»;заказник;гідрологічний;337,2;"Роменський р-н: Пустовійтівська, Басівська, Плавинищенська с/р; заплава р. Сула. ДП ""Роменський агролісгосп"": Роменське л-во, кв. 93 (вид. 2), 94 (вид. 3), 122 (вид. 16-18), 123 (вид. 1-2)";1. Пустовійтівська сільська рада2. Басівська сільська рада3. Плавинишенська сільська рада4. ДП «Роменський агролісгосп»;Рішення облради від 28.11.2005 р.
22;«Сульський»;заказник;гідрологічний;316,5;"Роменський р-н: Пустовійтівська, Плавинищенська с/р;заплава р. Сула. ДП ""Роменський агролісгосп"": Роменське л-во, кв. 108 (вид. 17), 121 (вид. 1-2, 23)";1. Пустовійтівська сільська рада2. Плавинишенська сільська рада3. ДП «Роменський агролісгосп»;Рішення облради від 28.11.2005 р.
23;«Подолівський»;заказник;гідрологічний;193,7;"Кролевецький р-н: Кролевецька м/р, Реутинська с/р; заплава р. Реть. ДП ""Кролевецький агролісгосп"": кв. 38 (вид. 32-33, 56-60), 44 (вид. 1), 38 (вид. 26), 37 (вид. 1-4)";1. Кролевецька міська рада2. Реутинська сільська рада3. ДП «Кролевецький агролісгосп»;Рішення облради від 27.07.2007 р.
24;«Артюхівський»;заказник;гідрологічний;51,7;"Кролевецький р-н: Реутинська с/р; заплава р. Реть. ДП ""Кролевецький агролісгосп"": Кролевецьке л-во, кв. 39 (вид. 9, 14,30-34, 35.1)";1. Реутинська сільська рада2. ДП «Кролевецький агролісгосп»;Рішення облради від 27.07.2007 р.
25;«Шагова»;заказник;гідрологічний;136;"Глухівський р-н: Уздицька с/р; в заплаві р. Есмань за північною околицею с. Вікторове";Глухівська райдержадміністрація;Рішення облради від 18.11.2011 р.
;Разом заказників гідрологічних;25;;9597,24;;;
;Всього заказників місцевого значення;90;;29473,342;;;
1;«Глибнянське»;заповідне урочище;;51,3;"Краснопільський р-н: Самотоївська с/р; в лісовому масиві між селами Глибне - Хвойне. ДП ""Краснопільський лісгосп"": Верхньосироватське л-во, кв. 74 (діл. 1)";ДП «Краснопільське лісове господарство»;Розпорядження голови облдержадміністрації від 14.12.1995 р. № 237
2;«Ломленка»;заповідне урочище;;12,5;"Ямпільський р-н: Марчихино-Будська с/р; на північ від с. Ломленка. ДП ""Свеський лісгосп"": Свеське л-во, кв. 108 (діл. 1), 109 (діл. 1), 110 (діл. 1)";ДП «Свеське лісове господарство»;Рішення облради від 22.04.2003 р.
3;«Ділянка лісу-1»;заповідне урочище;;3,3;"Краснопільський р-н: Угроїдська селищ./р; ДП ""Краснопільський лісгосп"": Краснопільське л-во, кв. 74 (діл. 6)";ДП «Краснопільське лісове господарство»;Розпорядження облвиконкому від 28.07.1970 р. № 456, та голови облдержадміністрації від 21.08.1996 р. № 44
4;«Захаревська дача»;заповідне урочище;;34;"Краснопільський р-н: Осоївська с/р; в лісовому масиві понад 6 км на захід від с. Осоївки. ДП ""Краснопільський лісгосп"": Верхньосироватське л-во, кв. 60 (діл. 3, 9, 12)";ДП «Краснопільське лісове господарство»;Розпорядження облвиконкому від 28.07.1970 р. № 456
5;«Ділянка лісу-2»;заповідне урочище;;4,9;"Краснопільський р-н: Краснопільська селищ./р; ДП ""Краснопільський лісгосп"": Новодмитрівське л-во, кв. 10 (діл. 4)";ДП «Краснопільське лісове господарство»;Розпорядження облвиконкому від 28.07.1970 р. № 456
6;«Краснопільське»;заповідне урочище;;18;"Краснопільський р-н: Краснопільська селищ./р; в лісовому масиві на північ від Краснопілля. ДП ""Краснопільський лісгосп"": Краснопільське л-во, кв. 90 (діл. 14)";ДП «Краснопільське лісове господарство»;Розпорядження облвиконкому від 28.07.1970 р. № 456, рішення облради від 26.05.2004 р.
7;«Тіпка»;заповідне урочище;;7,4;"Кролевецький р-н: Гружчанська с/р; біля залізниці на перегоні ст. Кролевець - ст. Білогриве. Примикає до заповідного урочища ""Ділянка лісу"". ДП ""Кролевецьке лісомисливське господарство"": Гружчанське л-во, кв. 9 (діл. 11)";ДП «Кролевецьке лісомисливське господарство»;Розпорядження облвиконкому від 28.07.1970 р. № 456
8;«Ділянка лісу»;заповідне урочище;;11,7;"Кролевецький р-н: Гружчанська с/р; біля залізниці на перегоні ст. Кролевець -  ст. Білогриве. Біля заповідного урочища ""Тіпка"".ДП ""Кролевецьке лісомисливське господарство"": Гружчанське л-во, кв. 8 (діл. 7, 9, 15)";ДП «Кролевецьке лісомисливське господарство»;Розпорядження облвиконкому від 28.07.1970 р. № 456
9;«Білогриве»;заповідне урочище;;17,6;"Кролевецький р-н: Білогривська с/р; на північ від с. Білогриве.ДП ""Кролевецький агролісгосп"": кв. 13 (вид. 1-5)";ДП «Кролевецький агролісгосп»;Розпорядження облвиконкому від 12.11.1984 р. № 334
10;«Драгомирівщина» ;заповідне урочище;;6,5;"Конотопський р-н: Кузьківська с/р; на відстані близько 5 км від Конотопу. ДП ""Конотопський лісгосп"": Конотопське л-во, кв. 77 (діл. 21, 27, 29-30)";ДП «Конотопське лісове господарство»;Рішення облвиконкому від 20.06.1972 р. № 305
11;«Литовський бір» ;заповідне урочище;;914,2;"Охтирський р-н: Бакирівська с/р; примикає до автодороги між Охтиркою і Климентовим";Гетьманський національний природний парк;Рішення облвиконкому від 20.06.1972 р. № 305
12;«Нескучанська дача»;заповідне урочище;;11,9;"Тростянецький р-н: Мащанська с/р; ДП ""Тростянецький лісгосп"": Нескучанське л-во, кв. 12 (діл. 8-10), 13 (діл. 4, 6, 10-11)";ДП «Тростянецьке лісове господарство»;Розпорядження облвиконкому від 28.07.1970 р. № 456, рішення облради від 25.12.2002 р.
13;«Липова алея»;заповідне урочище;;5,5;"м. Лебедин, ДП ""Лебединський лісгосп"", Радянське л-во, кв. 32 (діл. 24-25)";ДП «Лебединське лісове господарство»;Розпорядження облвиконкому від 28.07.1970 р. № 456, рішення від 19.10.2000 р.
14;«Веселе» ;заповідне урочище;;36,3;"Тростянецький р-н: Люджанська с/р; в лісопарковій зоні. ДП ""Тростянецький лісгосп"": Тростянецьке л-во, кв. 4 (діл. 10, 12, 15, 19-20)";ДП «Тростянецьке лісове господарство»;Розпорядження облвиконкому від 28.07.1970 р. № 456
15;«Залугове» ;заповідне урочище;;4,2;"Тростянецький р-н: Кам'янська с/р; в лісовому масиві біля залізниці між ст. Смородине - ст. Бакирівка. ДП ""Тростянецький лісгосп"": Тростянецьке л-во, кв. 26 (діл. 4)";ДП «Тростянецьке лісове господарство»;Розпорядження облвиконкому від 28.07.1970 р. № 456
16;«Ділянка лісу»;заповідне урочище;;5,1;"Тростянецький р-н: Кам'янська с/р; в лісовому масиві між селами Смородине - Кам’янка. ДП ""Тростянецький лісгосп"": Тростянецьке л-во, кв. 29 (діл. 9)";ДП «Тростянецьке лісове господарство»;Розпорядження облвиконкому від 28.07.1970 р. № 456, рішення облради від 19.10.2000 р.
17;«Подівоцько-Чуйківська дача»;заповідне урочище;;25;"Ямпільський р-н: Чуйківська с/р; на відстані близько 3 км на південний схід від с. Чуйківка. ДП ""Свеський лісгосп"": Чуйківське л-во, кв. 32 (діл. 18)";ДП «Свеське лісове господарство»;Розпорядження облвиконкому від 28.07.1970 р. № 456
18;«Макове»;заповідне урочище;;15,6;"Тростянецький р-н: Криничанська с/р; в лісовому масиві; примикає до автодороги Тростянець - Суми. ДП ""Тростянецький лісгосп"": Маківське л-во, кв. 46 (діл. 1, 2)";ДП «Тростянецьке лісове господарство»;Розпорядження облвиконкому від 28.07.1970 р. № 456
19;«Туранівська дача»;заповідне урочище;;6,5;"Ямпільський р-н: Воздвиженська с/р; ДП ""Свеський лісгосп"": Олінське л-во, кв. 35 (діл. 1)";ДП «Свеське лісове господарство»;Розпорядження облвиконкому від 28.07.1970 р. № 456
20;«Ділянка лісу»;заповідне урочище;;12;"Тростянецький р-н: Криничанська с/р; в лісовому масиві неподалік від автодороги Тростянець - Суми.ДП ""Тростянецький лісгосп"":Маківське л-во, кв. 54 (діл. 7, 11)";ДП «Тростянецьке лісове господарство»;Розпорядження облвиконкому від 28.07.1970 р. № 456
