№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
;«Шепарівський ліс»;заповідне урочище;;36;Коломийський р-н, Шепарівське л-во кв. 57, вид.12, кв.58, вид.3;ДП «Коломийський лісгосп»;Рішення облвиконкому від 07.07.72 р. №264
;«Стайки»;заповідне урочище;;16;Коломийський р-н, Печеніженське л-во кв.11, вид.5;ДП «Коломийський лісгосп»;Рішення облвиконкому від 13.12.76 р. №478
;«Кропивець»;заповідне урочище;;2,7;Коломийський р-н, Печеніженське л-во кв.41, вид.6;ДП «Коломийський лісгосп»;Рішення облвиконкому від 13.12.76 р. №478
;«Чимшори»;заповідне урочище;;13;Коломийський р-н, Печеніженське л-во кв.51, вид.7;ДП «Коломийський лісгосп»;Рішення облвиконкому від 13.12.76 р. №478
;«Синячки»;заповідне урочище;;39;Яремчанська міська  рада, Горганське л-во кв.4, вид.25,26,31;ДП «Делятинський лісгосп»;Рішення облвиконкому від 15.01.79 р. №13
;«Ясені»;заповідне урочище;;53;Яремчанська міська  рада, Горганське л-во кв.15, вид.1-3;ДП «Делятинський лісгосп»;Рішення облвиконкому від 16.09.80 р. №335
;«Блудний грунь»;заповідне урочище;;33,1;Яремчанська міська  рада, Горганське л-во кв.16, вид.1-5;ДП «Делятинський лісгосп»;Рішення облвиконкому від 16.09.80 р. №335
;«Прочерть»;заповідне урочище;;36;Яремчанська міська  рада, Горганське л-во кв.17, вид.1;ДП «Делятинський лісгосп»;Рішення облвиконкому від 16.09.80 р. №335
;«Горган»;заповідне урочище;;48;Яремчанська міська  рада, Горганське л-во кв.18, вид.4,6,14;ДП «Делятинський лісгосп»;Рішення облвиконкому від 16.09.80 р. №335
;«Дебриця»;заповідне урочище;;40,7;Яремчанська міська  рада, Дорівське л-во кв.12, вид.1,2, кв.13, вид.1-5;ДП «Делятинський лісгосп»;Рішення облвиконкому від 07.07.72 р. №264
;«Дебриця»;заповідне урочище;;13,8;Яремчанська міська  рада, Дорівське л-во кв.13, вид.9,10,13;ДП «Делятинський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Боярське»;заповідне урочище;;14,3;Яремчанська міська  рада, Дорівське л-во кв.22, вид.22;ДП «Делятинський лісгосп»;Рішення облвиконкому від 16.09.80 р. №335
;«Ксьонзька поляна»;заповідне урочище;;9,1;Надвірнянський р-н, Майданське л-во кв.11, вид.9;ДП «Делятинський лісгосп»;Рішення обласної ради від 15.07.93р.
;«Кам’янище»;заповідне урочище;;48,6;Надвірнянський р-н, Майданське л-во кв.55, вид. 5-8,10;ДП «Делятинський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Левущик»;заповідне урочище;;14;Яремчанська міська  рада, Микуличинськел-во кв.18, вид. 8;ДП «Делятинський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Левущик»;заповідне урочище;;8;Яремчанська міська  рада, Микуличинськел-во кв.23, вид. 1;ДП «Делятинський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Левущик»;заповідне урочище;;11;Яремчанська міська  рада, Микуличинськел-во кв.23, вид. 5;ДП «Делятинський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Підрокита»;заповідне урочище;;34;Надвірнянський р-н, Білоославське л-во кв.30, вид. 1,4;ДП «Делятинський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Клива»;заповідне урочище;;7,7;Надвірнянський р-н, Білоославське л-во кв.35, вид. 8;ДП «Делятинський лісгосп»;Рішення облвиконкому від 16.09.80 р. №335
;«Малево»;заповідне урочище;;14,7;Надвірнянський р-н, Зарічанське л-во кв.7, вид. 9,10;ДП «Делятинський лісгосп»;Рішення обласної ради від 15.07.93 р.
;«Малево»;заповідне урочище;;12;Надвірнянський р-н, Зарічанське л-во кв.9, вид. 24;ДП «Делятинський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Ясенівчик»;заповідне урочище;;23;Надвірнянський р-н, Зарічанське л-во кв.11, вид. 10,14;ДП «Делятинський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Кіпча»;заповідне урочище;;5,7;Надвірнянський р-н, Зарічанське л-во кв.12, вид. 13,19;ДП «Делятинський лісгосп»;Рішення облвиконкому від 07.07.72 р. №264
;«Водичний»;заповідне урочище;;21,6;Надвірнянський р-н, Зарічанське л-во кв.14, вид. 10,11;ДП «Делятинський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Водичний»;заповідне урочище;;6,5;Надвірнянський р-н, Зарічанське л-во кв.14, вид. 23;ДП «Делятинський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Чорненьке»;заповідне урочище;;18;Надвірнянський р-н, Любіжнянське л-во кв.5, вид. 14,19;ДП «Делятинський лісгосп»;Рішення обласної ради від 15.07.93р.
;«Чорненьке»;заповідне урочище;;20,4;Надвірнянський р-н, Любіжнянське л-во кв.6, вид. 6,7;ДП «Делятинський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Погар»;заповідне урочище;;52,3;Надвірнянський р-н, Любіжнянське л-во кв.15, вид. 27-31,34;ДП «Делятинський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Гижак»;заповідне урочище;;20,6;Яремчанська міська рада, Поляницьке л-во кв.2, вид. 3,5,6,10;ДП «Делятинський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Гижак»;заповідне урочище;;13;Яремчанська міська  рада, Поляницьке л-во кв.2, вид. 17,18;ДП «Делятинський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Пересліп»;заповідне урочище;;13,8;Яремчанська міська  рада, Поляницьке л-во кв.16, вид. 7,8,10,17,19;ДП «Делятинський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Окопи»;заповідне урочище;;14;Надвірнянський р-н, Бистрицьке л-во кв.12, вид. 2;ДП «Надвірнянський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Товстий»;заповідне урочище;;45,5;Надвірнянський р-н, Бистрицьке л-во кв.26, вид. 5-11;ДП «Надвірнянський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Салатрук»;заповідне урочище;;204;Надвірнянський р-н, Бистрицьке л-во кв.42,44,46;ДП «Надвірнянський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Тавпишірка»;заповідне урочище;;33,1;Надвірнянський р-н, Бистрицьке л-во кв.56, вид.1,3,4,7,8,11,13,18,20,23;ДП «Надвірнянський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Райфаловець»;заповідне урочище;;138;Надвірнянський р-н, Бистрицьке л-во кв.58;ДП «Надвірнянський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Рогози»;заповідне урочище;;43,3;Надвірнянський р-н, Бистрицьке л-во кв.67, вид.1,4,9-11,17;ДП «Надвірнянський лісгосп»;Рішення облвиконкому від 16.09.80 р. №335
;«Рогози»;заповідне урочище;;43,8;Надвірнянський р-н, Бистрицьке л-во кв.68, вид.12,13, кв.69, вид.3;ДП «Надвірнянський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Комарники»;заповідне урочище;;35;Надвірнянський р-н, Довбушанське л-во кв.10, вид.2,4,6,27,28;ДП «Надвірнянський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Фарфанянка»;заповідне урочище;;8,2;Надвірнянський р-н, Довбушанське л-во кв.15, вид.12,13,21,24;ДП «Надвірнянський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Ельми»;заповідне урочище;;8,5;Надвірнянський р-н, Довбушанське л-во кв.27, вид.17,25,27,28;ДП «Надвірнянський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Максимець»;заповідне урочище;;8;Надвірнянський р-н, Максимецьке л-во кв.31, вид.12;ДП «Надвірнянський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Полянський»;заповідне урочище;;30;Надвірнянський р-н, Довжинецьке л-во кв.16, вид.7;ДП «Надвірнянський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Вовули»;заповідне урочище;;7;Надвірнянський р-н, Довжинецьке л-во кв.26, вид.15;ДП «Надвірнянський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Дощанка»;заповідне урочище;;29;Надвірнянський р-н, Зеленське л-во кв.15, вид.26,34,41-49;ДП «Надвірнянський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Розсіч»;заповідне урочище;;26;Надвірнянський р-н, Зеленське л-во кв.22, вид.18-23;ДП «Надвірнянський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Глибокий»;заповідне урочище;;27;Надвірнянський р-н, Зеленське л-во кв.29, вид.9,18,19, кв.30, вид.1,19;ДП «Надвірнянський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Явороватий»;заповідне урочище;;19,5;Надвірнянський р-н, Зеленське л-во кв.35, вид.14,24;ДП «Надвірнянський лісгосп»;Рішення облвиконкому від 15.01.79 р. №13
;«Сітний»;заповідне урочище;;5,7;Надвірнянський р-н, Зеленське л-во кв.40, вид.2;ДП «Надвірнянський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Вижній м.инець»;заповідне урочище;;8,7;Надвірнянський р-н, Зеленське л-во кв.44, вид.7;ДП «Надвірнянський лісгосп»;Рішення облвиконкому від 15.01.79 р. №13
;«Гропинець»;заповідне урочище;;50,3;Надвірнянський р-н, Річанське л-во кв.20, вид.8, кв.21,вид.4,9,10,11,14,17-19,28;ДП «Надвірнянський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Братковець»;заповідне урочище;;27,2;Надвірнянський р-н, Річанське л-во кв.37, вид.10,11,21,23, кв.51,вид.3-9,14,19;ДП «Надвірнянський лісгосп»;Рішення обласної ради від 15.07.93р.
;«Хрипелівець»;заповідне урочище;;75;Надвірнянський р-н, Гірське науково-дослідне  л-во кв.3, вид.7, кв.4,вид.4,5;Укр НДІ гірліс;Рішення облвиконкому від 19.07.88 р. №128
;«Сигольський»;заповідне урочище;;46,4;Надвірнянський р-н, Хрипелівське  л-во кв.6, вид.6,7,9,14;ДП «Надвірнянський лісгосп»;Рішення облвиконкому від 16.09.80 р. №335
;«Букове»;заповідне урочище;;52;Надвірнянський р-н, Хрипелівське  л-во кв.5, вид.7-10, кв.6, вид.1-3;ДП «Надвірнянський лісгосп»;Рішення обласної ради від 15.07.93р.
;«Городище»;заповідне урочище;;24,9;Надвірнянський р-н, Надвірнянське л-во кв.7, вид.7-10, 14-17;ДП «Надвірнянський лісгосп»;Рішення обласної ради від 15.07.93р.
;«Скриповатий»;заповідне урочище;;14;Яремчанська міська  рада, Озернянське л-во кв.11, вид.21, кв.14, вид.19;ДП «Ворохтянський лісгосп»;Рішення облвиконкому від 16.09.80 р. №335
;«Журавенківське»;заповідне урочище;;21,4;Рогатинський р-н. с. Журавенки;Козарівська с/р;Рішення облвиконкому від 17.05.83 р. №166
;«Козарівське»;заповідне урочище;;17,7;Рогатинський р-н. с. Журавенки;Козарівська с/р;Рішення облвиконкому від 17.05.83 р. №166
;«Козарівське»;заповідне урочище;;25,6;Рогатинський р-н. с. Журавенки;Козарівська с/р;Рішення облвиконкому від 17.05.83 р. №166
;«Козарівське»;заповідне урочище;;18,2;Рогатинський р-н. с. Журавенки;Козарівська с/р;Рішення облвиконкому від 17.05.83 р. №166
;«Липівка-Дубшара»;заповідне урочище;;41;Рожнятівський р-н, Дубівське л-во, кв.23,вид.1;ДП «Брошнівський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Козарка – нова»;заповідне урочище;;19;Рожнятівський р-н, Липовецьке л-во, кв.34, вид.2;ДП «Брошнівський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Нягра»;заповідне урочище;;46,6;Рожнятівський р-н, Ілемнянське л-во, кв.6, вид.3,6,13,14,20,24;ДП «Брошнівський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Магура»;заповідне урочище;;12;Рожнятівський р-н, Ілемнянське л-во, кв.19, вид.15;ДП «Брошнівський лісгосп»;Рішення облвиконкому від 15.01.79 р. №13
;«Слобушниця»;заповідне урочище;;15,8;Рожнятівський р-н, Суходільське л-во, кв.34, вид.14,15;ДП «Брошнівський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Аршиця»;заповідне урочище;;205,8;Рожнятівський р-н, Лугівське л-во, кв.27, вид.27,  Ілемнянське л-во, кв.28, вид.8-10,13-15;ДП «Брошнівський лісгосп»;Рішення облвиконкому від 15.01.79 р. №13
;«Яла»;заповідне урочище;;6,8;Рожнятівський р-н, Бистрицьке л-во, кв.10, вид.16;ДП «Осмолодський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Лопушна»;заповідне урочище;;17,6;Рожнятівський р-н, Бистрицьке л-во, кв.16, вид.9;ДП «Осмолодський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Сивуля»;заповідне урочище;;17;Рожнятівський р-н, Бистрицьке л-во, кв.41, вид.1-4;ДП «Осмолодський лісгосп»;Рішення облвиконкому від 15.01.79 р. №13
;«Гуки»;заповідне урочище;;14;Рожнятівський р-н, Менчильське л-во, кв.4, вид.8,32;ДП «Осмолодський лісгосп»;Рішення облвиконкому від 16.09.80 р. №335
;«Григітлива»;заповідне урочище;;20;Рожнятівський р-н, Менчильське л-во, кв. 17, вид.11;ДП «Осмолодський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Береги»;заповідне урочище;;2,8;Рожнятівський р-н, Гриньківське л-во, кв. 18, вид.4;ДП «Осмолодський лісгосп»;Розпорядження облдержадміністрації від 15.07.96 р. №451
;«Чута»;заповідне урочище;;9,4;Рожнятівський р-н, Перегінське л-во, кв. 22, вид.9;ДП «Осмолодський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Мшана»;заповідне урочище;;6,6;Рожнятівський р-н, Мшанське л-во, кв. 33, вид.26;ДП «Осмолодський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Лужки»;заповідне урочище;;5;Рожнятівський р-н, Осмолодське л-во, кв. 9, вид.25;ДП «Осмолодський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Лужки»;заповідне урочище;;24;Рожнятівський р-н, Осмолодське л-во, кв. 9, вид.29;ДП «Осмолодський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Котелець»;заповідне урочище;;7,2;Рожнятівський р-н, Осмолодське л-во, кв. 26, вид.5;ДП «Осмолодський лісгосп»;Рішення облвиконкому від 19.07.88 р. №128
;«Дубки»;заповідне урочище;;11,2;Снятинський р-н, Заболотівське л-во, кв.19, вид.16,17,19,20-22, кв.21,вид.2;ДП «Коломийський лісгосп»;Рішення обласної ради від 15.07.93р.
;«Чорняве»;заповідне урочище;;11,5;Снятинський р-н, с. Келихів;А/К «Колос»;Рішення облвиконкому від 17.05.83 р. №166
;«Панський луг»;заповідне урочище;;3,6;м. Снятин;СС «Нове життя»;Рішення облвиконкому від 17.05.83 р. №166
;«Панський луг»;заповідне урочище;;1,7;м. Снятин;СС «Нове життя»;Рішення облвиконкому від 17.05.83 р. №166
;«За Прутом»;заповідне урочище;;4;м. Снятин;СС «Нове життя»;Рішення облвиконкому від 17.05.83 р. №166
;«За лазами»;заповідне урочище;;2,1;м. Снятин;СС «Нове життя»;Рішення облвиконкому від 17.05.83 р. №166
;«Русівське»;заповідне урочище;;2,7;Снятинський р-н, с. Русів;СС м..В.Стефаника;Рішення облвиконкому від 17.05.83 р. №166
;«Мар’никове»;заповідне урочище;;3,6;Снятинський р-н, с. Русів;СС м..В.Стефаника;Рішення облвиконкому від 17.05.83 р. №166
;«Мар’никове»;заповідне урочище;;0,5;Снятинський р-н, с. Русів;СС м..В.Стефаника;Рішення облвиконкому від 17.05.83 р. №166
;«Рибне»;заповідне урочище;;55;Тисменецький р-н, Рибненське л-во кв.19,вид.1-5, кв.22, вид.1-5, 18-20;ДП «Івано-Франківський лісгосп»;Рішення облвиконкому від 17.05.83 р. №166
;«Сілецьке»;заповідне урочище;;10;Тисменицький р-н, с. Сілець;Сілецька с/р;Рішення облвиконкому від 17.05.83 р. №166
;«Цовдри»;заповідне урочище;;7,8;Тлумацький р-н, с. Грушка;Грушківська с/р;Рішення обласної ради від 15.07.93р.
;«Хотимир»;заповідне урочище;;15,9;Тлумацький р-н, Хотимирське державне лісомисливське господарство кв.7, вид.24, 25, кв.10, вид.1-5,8-10;ДП «Коломийський лісгосп»;Рішення обласної ради від 16.10.84 р. № 274
;«Долинянське»;заповідне урочище;;0,9;Тлумацький р-н с. Долина;Долинянська с/р;Рішення облвиконкому від 17.05.83 р. №166
;«Хотимирське»;заповідне урочище;;5,2;Тлумацький р-н, с. Хотимир;Хотимирська с/р;Рішення облвиконкому від 17.05.83 р. №166
;«Свинарки»;заповідне урочище;;145,4;"Надвірнянський район,  Біло – Ославське лісництво,  кв. 19, вид. 11-13;  кв. 24, вид. 8-10;  кв. 25, вид. 13-16;  кв. 30, вид. 13-17;  кв. 31, вид. 12-18  ";ДП «Делятинський лісгосп»»;Рішення обласної ради від 17.01.2008 року  № 490-18/2008
;«Лебедин»;заповідне урочище;;45;Косівський район,  Яблунівське лісництво, кв. 15,27,28;ДП «Кутське лісове господарство»;Рішення облвиконкому від 05.12.78 р. № 610-р.
;«Гаївка»;заповідне урочище;;13;Косівський район,  Космацьке лісництво, кв.11, вид.3;ДП «Кутське лісове господарство»;Рішення облвиконкому від 19.07.88 р. № 128
;«Хоминське»;заповідне урочище;;5,4;Косівський район,  Кутське лісництво, кв.12, вид. 5;ДП «Кутське лісове господарство»;Рішення облвиконкому від 19.07.88 р. № 128
;«Ділок»;заповідне урочище;;2,1;Косівський район,  Кутське лісництво, кв.17, вид.22;ДП «Кутське лісове господарство»;Рішення облвиконкому від 19.07.88 р. № 128
;«Камінець»;заповідне урочище;;3;Косівський район,  Кутське лісництво, кв. 25, вид. 25;ДП «Кутське лісове господарство»;Рішення облвиконкому від 19.07.88 р. № 128
;«Ротул»;заповідне урочище;;7,5;Косівський район,  Космацьке лісництво, кв.27, вид.41;ДП «Кутське лісове господарство»;Розпорядження облдержадміністрації від 15.07.96 р. №451
;«Уторопи»;заповідне урочище;;6;Косівський район,  Яблунівське лісництво, кв.14, вид.32;ДП «Кутське лісове господарство»;Розпорядження облдержадміністрації від 23.06.97 р. № 443
;«Крива»;заповідне урочище;;64;Городенківський район,  Чернелицьке лісництво,  кв. 7, вид. 5-8;ДП «Коломийське лісове господарство»;Рішення обласної ради від 15.07.1993 р.
;«Громовий міст»;заповідне урочище;;2;Городенківський район  с. Поточище;Поточищанська сільська рада;Рішення обласної ради від 15.07.1993 р.
;«Нижнівське»;заповідне урочище;;53;Тлумацький район  Клубівецьке лісництво, кв. 20,  вид. 1-6, 21, 22;ДП «Івано-Франківське лісове господарство»;Рішення обласної ради від 15.07.1993 р.
;«Долинянське»;заповідне урочище;;0,9;Тлумацький район  с. Долина;Долинянська сільська рада;Рішення облвиконкому від 17.05.1983 р. № 166
;Всього заповідних урочищ;207;;7521,7;;;
;Всього територій та об`єктів ПЗФ місцевого значення:;484;;89915,4;;;
;Всього територій та об`єктів ПЗФ;517;;221611,5;;;
;;;;;;;
    ;;;;;;;
