№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
201;Дуб звичайний;пам`ятка природи;ботанічна;0,02;м. Кам’янець-Подільський вул. Гагаріна, 13;ДЖПДІ м. Кам.-Подільського;
202;Липа європейська;пам`ятка природи;ботанічна;0,1;м. Кам’янець-Подільський вул.Шевченка, 61;ДЖПДІ м. Кам.-Подільського;
203;Ясен американський;пам`ятка природи;ботанічна;0,1;м. Кам’янець-Подільський вул. Франка, 30;ДЖПДІ м. Кам.-Подільського;
204;Ясен американський;пам`ятка природи;ботанічна;0,1;м. Кам’янець-Подільський вул. Гагаріна, 67,81;ДЖПДІ м. Кам.-Подільського;
205;Дуб звичайний;пам`ятка природи;ботанічна;0,2;м. Кам’янець-Подільський вул. Гунська, 16,18;ДЖПДІ м. Кам.-Подільського;
206;Дерен справжній;пам`ятка природи;ботанічна;0,01;м. Кам’янець-Подільський вул. Сіцінського, 2;ДЖПДІ м. Кам.-Подільського;
207;Платан кленолистий;пам`ятка природи;ботанічна;0,3;м. Кам’янець-Подільський вул. Пушкінська, 41,45,47,51;ДЖПДІ м. Кам.-Подільського;
208;Біологічна група: Ясен звичайний;пам`ятка природи;ботанічна;0,5;м. Кам’янець-Подільський вул. Л. Українки, 101;ДЖПДІ м. Кам.-Подільського;
209;Біологічна група: Липа серцелиста;пам`ятка природи;ботанічна;0,4;м. Кам’янець-Подільський вул. Татарська, 14;ДЖПДІ м. Кам.-Подільського;
210;Біологічна група: Бук європейський;пам`ятка природи;ботанічна;1;м. Кам’янець-Подільський пр. Грушевського;ДЖПДІ м. Кам.-Подільського;
211;Липи Костянтина Острозького;пам`ятка природи;ботанічна;0,0156;;;Рішення Хмельницької ОДА від 28.03.2013 №36-15/2013
212;Веселий джміль;пам`ятка природи;ботанічна;0,0036;;;Рішення Хмельницької ОДА від 28.03.2013 №36-15/2013
213;Старокостянтинівська груша;пам`ятка природи;ботанічна;0,0042;;;Рішення Хмельницької ОДА від 28.03.2013 №36-15/2013
;Разом пам`яток природи ботанічних;213;;405,5834;;;
1.;Природне джерело;пам`ятка природи;гідрологічна;0,25;м. Кам’янець-Подільський пров. Музейний, 1;Міськкомунгосп;Розпорядженням виконкому обласної ради депутатів трудящих від 22.10.1969р.№358-р
2.;Сірчано-водневе джерело;пам`ятка природи;гідрологічна;0,5;Поблизу с. Сарнів;Сарнівська сільська радас.Сарнів Волочиського р-ну;Рішенням облвиконкому від 18.10.1982 року № 306
3.;Чиста криничка;пам`ятка природи;гідрологічна;6,9;Поблизу с.Слобідка Шелехівська;Українська Православна церква м. ДеражняДеражнянського р-ну;Рішенням обласної ради народних депутатів від 16.10.1991 року  № 171Розширений рішенням сесії обласної ради № 7 від 28.10.1994 р.
4.;Подільські криниці;пам`ятка природи;гідрологічна;7;Поблизу с.Подільське; Руднянська сільська рада Летичівського р-ну;Рішенням сесії обласної ради народних депутатів від 25.12.1992 року №7
5.;Свята криниця;пам`ятка природи;гідрологічна;1;Славутське л-во урочище «Малинове»кв. 21 вид. 14;ДП «Славутський лісгосп»;Рішенням сесії обласної ради народних депутатів від 25.12.1992 року №7
6.;Витік р. Утка ;пам`ятка природи;гідрологічна;20;Хутірське л-во кв.32, вид. 8;ДП «Славутський лісгосп»;Рішенням сесії обласної ради народних депутатів від 17.12.1993 року №3
7.;Міліцейський став;пам`ятка природи;гідрологічна;19;За 2,5-3 км на північ від с.Пільний Олексинець ;Пільноолексинецька сільська рада Городоцького р-ну;Рішенням сесії обласної ради від 1.11.1996 року № 2
8.;Три дуби ;пам`ятка природи;гідрологічна;1,2;Хутірське л-во кв. 20 вид. 14;ДП «Славутський лісгосп»;Рішенням сесії обласної ради від  16.12.1998 року № 13
9.;Джерело здоров’я;пам`ятка природи;гідрологічна;3,14;Шепетівський військовий лісгосп кв. 9 вид. 2, 3, 10, 11 в радіусі 100 м. від джерела.;Шепетівський військовий лісгосп Славутський район;Рішенням сесії обласної ради від  30.03.2004 р. № 22-11/2004
10.;Караїна;пам`ятка природи;гідрологічна;4,2;Вздовж автотраси Теофіполь-Базалія поблизу повороту на с. Гальчинці близько 1 км. від с. Караїна Теофіпольського району;Гаврилівська сільська рада;Рішенням 9 сесії обласної ради від 11.07.2007 р. № 23-9/2007
11.;Новоіванівська;пам`ятка природи;гідрологічна;7;За течією р. Случ поблизу сіл Червоний Случ та Новоіванівка Теофіпольського р-ну;Гальчинецька сільська рада;Рішенням 9 сесії обласної ради від 11.07.2007 р. № 23-9/2007
12.;Маложеребківська;пам`ятка природи;гідрологічна;14;Між селами Малі Жеребки та Михиринці Теофіпольського р-ну;Михиринецька сільська рада;Рішенням 9 сесії обласної ради від 11.07.2007 р. № 23-9/2007
13.;Криничка;пам`ятка природи;гідрологічна;0,01;На південно-західній границі парку-пам’ятки садово-паркового мистецтва ЗДЗ «Антонінський» смт. Антоніни Красилівського р-ну;Антонінська селищна рада;Рішенням 9 сесії обласної ради від 11.07.2007 р. № 23-9/2007
;Разом пам`яток природи гідрологічних;13;;84,2;;;
1.;Хоморські граніти;пам`ятка природи;геологічна;1,2;с.Гриців, центр села ;Грицівська селищна рада с.Гриців Шепетівського р-ну;Розпорядженням Голови ОДАвід 28.09.1995 року № 67-р
2.;Розріз зіньківських шарів;пам`ятка природи;геологічна;2,5;с.Зіньків долина р. Ушиця;Зінківська сільська рада с.Зіньків Віньковецького р-ну;Рішенням облвиконкому від 4.09.1982 року  № 278          
3.;Розріз нагірнянської свити;пам`ятка природи;геологічна;2,5;Поблизу с.Миньківці;Миньковецька сільська рада с. МиньківціДунаєвецького р-ну;Рішенням облвиконкому від 4.09.1982 року № 278          
4.;Розріз калюських горизонтів;пам`ятка природи;геологічна;2;Поблизу с.Миньківці;Миньковецька сільська рада с. МиньківціДунаєвецького р-ну;Рішенням облвиконкому від 4.09.1982 року № 278          
5.;Виходи травертинів;пам`ятка природи;геологічна;5;Поблизу с.В.Кужелева ;Великокужелівська сільська рада с.В.КужелеваДунаєвецького р-ну;Рішенням облвиконкому від 4.09.1982 року № 278          
6.;Зразок чорнокітових гранитів;пам`ятка природи;геологічна;0,3;Поблизу с. Русанівка;Голосківська сільська рада Летичівського р-ну;Рішенням облвиконкому від 4.09.1982 року № 278          
7.;Відслонення гранітів;пам`ятка природи;геологічна;0,8;Поблизу с.Кудинівка;Кудинська сільська рада с.Кудинка Летичівського р-ну;Рішенням облвиконкому від 4.09.1982 року № 278          
8.;Розріз нагорнянської та канилівської свити;пам`ятка природи;геологічна;3;між селами Пилипи-Хребтіївські і Шебутинці;Пилипи-Хребтіївськасільська радаНовоушицького р-ну;Рішенням облвиконкому від 4.09.1982 року № 278          
9.;Розріз калюських відкладів;пам`ятка природи;геологічна;5;Між селами Куча і Калюс;Кучанська сільська рада с.Куча Новоушицького р-ну;Рішенням облвиконкому від 4.09.1982 року № 278          
10.;Розріз тортонського ярусу;пам`ятка природи;геологічна;5;Поблизу с.Куча в ярі „Голова” Новоушицького р-ну;Кучанська сільська рада с.Куча Новоушицького р-ну;Рішенням облвиконкому від 4.09.1982 року № 278          
11.;Розріз джурджівських відкладів;пам`ятка природи;геологічна;3;Поблизу с.Джурджівка Новоушицького р-ну;Глібівська сільська рада Новоушицького р-ну;Рішенням облвиконкому від 4.09.1982 року № 278          
12.;Кордієрито-гранатові граніти;пам`ятка природи;геологічна;0,5;Околиця м.Полонного Полонського р-ну;Полонський міськкомунгосп;Рішенням облвиконкому від 4.09.1982 року № 278          
13.;Валуни льодовикового періоду;пам`ятка природи;геологічна;25;Поблизу с.Корчак;Берездівська сільська радаСлавутського р-ну;Рішенням облвиконкому від 4.09.1982 року № 278      
14.;Виходи гранато-біотитових гранітів;пам`ятка природи;геологічна;4;Поблизу с.Ст.Остропіль.;Остропільська сільська радаСтарокостянтинівського р-ну;Рішенням облвиконкому від 4.09.1982 року № 278          
15.;Скельні виходи пегматитів;пам`ятка природи;геологічна;1;Поблизу с.Ст.Остропіль лівий берег р.Случ;Остропільська сільська радаСтарокостянтинівського р-ну;Рішенням облвиконкому від 4.09.1982 року № 278          
16.;Гранітні відслонення;пам`ятка природи;геологічна;2;с. Н.Синявка, лівий берег р.Іква;ТОВ “Агроінвест” с. Н.СинявкаСтаросинявського р-ну;Рішенням облвиконкому від 4.09.1982 року № 278          
17.;Судилківські граніти;пам`ятка природи;геологічна;3;Поблизу с.Судилків;Шепетівський щебзаводШепетівського р-ну;Рішенням облвиконкому від 4.09.1982 року № 278          
18.;Розріз мігматитів і гнейсів;пам`ятка природи;геологічна;1;Поблизу с.Рудня-Новенька;Судилківська сільська радаШепетівського р-ну;Рішенням облвиконкому від 4.09.1982 року № 278          
19.;Пегматидна жила;пам`ятка природи;геологічна;5;Поблизу с.Рудня-Новенька;Судилківська сільська рада Шепетівського р-ну;Рішенням облвиконкому від 4.09.1982 року № 278          
20.;Вапняк-ракушняк пересічений жилами кальциту;пам`ятка природи;геологічна;1,5;Поблизу с.Гриців;Грицівська селищна радаШепетівського р-ну;Рішенням облвиконкому від 4.09.1982 року № 278          
21.;Мезозой крейдяного періоду;пам`ятка природи;геологічна;5;смт. Білогір’я південно-західна околиця;Мокроволянська сільська радаБілогірського р-ну;Рішенням облвиконкому від 4.09.1982 року № 278
22.;Сокілецький розріз канилівської серії верхнього декембрію;пам`ятка природи;геологічна;1,5;с.Сокілець правий беріг р. Ушиця.;Сокілецька сільська радаДунаєвецького р-ну;Рішенням облвиконкому від 4.09.1982 року № 278
23.;Розріз тернавської свити;пам`ятка природи;геологічна;4,7;Поблизу с. Демшин;Калачковецька сільська рада Кам’янець-Подільського р-ну;Рішенням облвиконкому від 4.09.1982 року № 278
24.;Розріз гринчукської підсвіти;пам`ятка природи;геологічна;1,5;Поблизу с.Малинівці;Гринчуцька сільська рада Кам’янець-Подільського р-ну;Рішенням облвиконкому від 4.09.1982 року № 278
25.;Розріз нагорнянської свити;пам`ятка природи;геологічна;5;Поблизу с. Нагоряни;ДП «Довжоцький» с. Нагоряни  Кам’янець-Подільського р-ну;Рішенням облвиконкому від 4.09.1982 року № 278
26.;Голова вітязя;пам`ятка природи;геологічна;0,8;Поблизу с.Устя;Устянська сільська рада Кам’янець-Подільського р-ну;Рішенням облвиконкому від 4.09.1982 року № 278
27.;Розріз скальської серії силура;пам`ятка природи;геологічна;2,3;Поблизу с.Завалля;Слобідко-Хлребтівська сільська рада Кам’янець-Подільського р-ну;Рішенням облвиконкому від 4.09.1982 року № 278
28.;Розріз верхньої частини канилівської серії;пам`ятка природи;геологічна;4,8;Поблизу с.Кривчани;ДП «Староушицький»  с. Стара ушиця Кам’янець-Подільського р-ну;Рішенням облвиконкому від 4.09.1982 року № 278
29.;Розріз баговицької свити;пам`ятка природи;геологічна;3,1;Лівий беріг р.Дністер нижче гирла р.Мукші;Устянська сільська рада Кам’янець-Подільського р-ну;Рішенням облвиконкому від 4.09.1982 року № 278
30.;Розріз баговицької свити;пам`ятка природи;геологічна;2,8;Околиця с.Велика Слобідка;Устянська сільська рада Кам’янець-Подільського р-ну;Рішенням облвиконкому від 4.09.1982 року № 278
31.;Розріз канилівської свити;пам`ятка природи;геологічна;4;Поблизу с.Цвіклівці;Устянська сільська рада Кам’янець-Подільського р-ну;Рішенням облвиконкому від 4.09.1982 року № 278
32.;Печера «Малишка-Киянка»;пам`ятка природи;геологічна;1;Поблизу с. Завалля північна околиця села;Слобідко-Хребтіївська сільська рада Кам’янець-Подільського р-ну ;Рішенням облвиконкому від 4.09.1982 року № 278
33.;Скеля-останець «Голова велетня» ;пам`ятка природи;геологічна;1;Поблизу с.Устя;Устянська сільська рада Кам’янець-Подільського р-ну;Рішенням облвиконкому від 4.09.1982 року № 278
34.;Гора-останець «Бабин писок» ;пам`ятка природи;геологічна;1,5;між селами Колодієвка і Теремці;ДП «Староушицький» с Стара Ушиця Кам’янець-Подільського р-ну;Рішенням облвиконкому від 4.09.1982 року № 278
35.;Гора «Теремець»;пам`ятка природи;геологічна;2,5;між селами Колодієвка і Теремці;ДП «Староушицький» с. Стара Ушиця Кам’янець-Подільського р-ну;Рішенням облвиконкому від 4.09.1982 року № 278
36.;Розріз субочської свити верхнього ордовика;пам`ятка природи;геологічна;4;Поблизу с.Наддністрянка;ДП «Староушицький» с. Стара Ушиця Кам’янець-Подільського р-ну;Рішенням облвиконкому від 4.09.1982 року № 278
37.;Розріз канилівської свити;пам`ятка природи;геологічна;4,5;Поблизу с.Устя;Устянська сільська рада Кам’янець-Подільського р-ну;Рішенням облвиконкому від 4.09.1982 року № 278
38.;Скала «Соколів камінь»;пам`ятка природи;геологічна;5;За 1,5 км на південний схід від с.Княжпіль;ДП «Кам’янець-Подільський лісгосп»;Рішенням облвиконкому від 4.09.1982 року № 278
39.;Розріз верхів рихтівської свити;пам`ятка природи;геологічна;3,9;Поблизу с.Рихта;Рихтівська сільська рада Кам’янець-Подільського р-ну;Рішенням облвиконкому від 4.09.1982 року № 278
40.;Розріз гораївської свити ;пам`ятка природи;геологічна;2,1;Поблизу с.Гораївка;ДП «Староушицький» с. Стара Ушиця Кам’янець-Подільського р-ну;Рішенням облвиконкому від 4.09.1982 року № 278
41.;Залучанська печера;пам`ятка природи;геологічна;3;Між селами Залуччя та Нігин;Залучанська сільська рада Чемеровецького р-ну;Рішенням облвиконкому від 4.09.1982 року № 278
42.;Розріз скальської серії;пам`ятка природи;геологічна;1,8;Поблизу с.Гуків;Гуківська сільська рада Чемеровецького р-ну;Рішенням облвиконкому від 4.09.1982 року № 278
43.;Печера в тортонських відкладах;пам`ятка природи;геологічна;1,4;Поблизу с.Пукляки;Пукляківська сільська рада  Чемеровецького р-ну;Рішенням облвиконкому від 4.09.1982 року № 278
44.;Товтра «Першак» з печерою;пам`ятка природи;геологічна;5;Поблизу с.Біла;Більська сільська рада Чемеровецького р-ну;Рішенням облвиконкому від 4.09.1982 року № 278
45.;Розріз цвиклівської свити малиновецької серії;пам`ятка природи;геологічна;2,1;По лівому березі яру на околиці с. Слобідка Малиновецька;Гринчуцька сільська радаКам’янець-Подільського району;Рішенням облвиконкому від 4.09.1982 року № 278
;Разом пам`яток природи геологічних;45;;147,6;;;
1.;Плужнянська;пам`ятка природи;зоологічна;17,7;Плужнянське л-во кв. 1, вид. 9, 10, 12, 13, кв. 2, вид. 5, 9, 12, 13;ДП «Ізяславський лісгосп»;Рішенням сесії обласної ради народних депутатів від 28.10.1994 року № 7
2.;Бахматовецька колонія сірої чаплі;пам`ятка природи;зоологічна;4,7;Червонозірське л-во кв.16 діл. 4, 5;ДП «Хмельницьке лісомисливське господарство»;Рішенням Хмельницького облвиконкому від 15.10.1986 року№ 225
3.;Чарівська дача;пам`ятка природи;зоологічна;42;Старосинявське л-во кв. 20;ДП «Старокостянтинівський лісгосп»;Рішенням облвиконкому від26.10.1990 року №194 
4.;Ступенці;пам`ятка природи;зоологічна;32,8;Урочище „Ступенці” поблизу с. Маків Дунаєвецького р-ну;СГПКП „Лісовик”;Рішенням Хмельницького облвиконкому від 15.10.1986 року№ 225
;Разом пам`ток природи зоологічних;4;;97,2;;;
;Всього пам`яток прирроди місцевого значення;292;;1520,7834;;;
1.;Говорівський ;парк-пам’ятка садово-паркового мистецтва;;9,9;с.Говори;СПТУ-9 с.Говори Віньковецького р-ну;Розпорядженням виконкому обласної ради депутатів трудящих від 22.10.1969 року № 358-р
2.;Шелехівський;парк-пам’ятка садово-паркового мистецтва;;1;с.Слобідка-Шелехівська Музей Анни Ахматової;Яблунівська сільська радас.Слобідка-ШелехівськаДеражнянського р-ну ;Рішенням облвиконкому від 26.10.1990 року № 194
3.;Маківський;парк-пам’ятка садово-паркового мистецтва;;3;с.Маків;Спецгосп «Україна» с.Маків Дунаєвецького р-ну;Розпорядженням виконкому обласної ради депутатів трудящих від 30.01.1969 року № 72-р 
4.;Плужнянський;парк-пам’ятка садово-паркового мистецтва;;17;Околиця с.Плужне;Плужненська сільська рада с.Плужне Ізяславського р-ну;Рішенням обласної ради народних депутатів від 17.12.1993 року № 3
5.;Білецький;парк-пам’ятка садово-паркового мистецтва;;10;На околиці с.Білецьке;Білецька сільська рада с.Білецьке Полонського р-ну;Рішенням обласної ради народних депутатів від 17.12.1993 року № 3
6.;Славутський;парк-пам’ятка садово-паркового мистецтва;;6,5;м.Славута;Славутський міськкомунгосп ;Розпорядженням виконкому обласної ради депутатів трудящих від 30.011969 року № 72-р 
7.;Ганнопільський;парк-пам’ятка садово-паркового мистецтва;;23;с.Ганнопіль;РЛСКП “Ліс”Славутського р-ну;Розпорядженням виконкому обласної ради депутатів трудящих від 30.011969 року № 72-р 
8.;Загінецький;парк-пам’ятка садово-паркового мистецтва;;5;В центрі села Загінці ;Загінецька сільська рада с.Загінці  Деражнянського р-ну;Розпорядженням Голови ОДАвід 28.09.1995 року № 67-р
9.;Кривинський;парк-пам’ятка садово-паркового мистецтва;;30,5;с.Кривин ;РСЛКП “Ліс”Славутського р-ну;Розпорядженням виконкому обласної ради депутатів трудящих від 30.011969 року № 72-р 
10.;Парк ім.. М. Чекмана;парк-пам’ятка садово-паркового мистецтва;;140,45;м.Хмельницький по вул..Котовського;УЖКГ  Хмельницького міськвиконкому;Виконкомом обласної ради депутатів трудящих від 5.05.1975 року № 132Зміна назви  та розширення площі прийнято рішенням обласної ради від 16.12.1998 року № 13Зміна назви  прийнята рішенням обласної ради від 18.11.2009 р. № 20-24/2009
11.;Райковецький;парк-пам’ятка садово-паркового мистецтва;;5,6;с.Райківці;Андрійковецька сільська рада с.РайківціХмельницького р-ну;Рішенням обласної ради народних депутатів від 16.10.1991 року  № 171
12.;Корчунецький;парк-пам’ятка садово-паркового мистецтва;;6;с.Корчунок;Корчунецька сільська рада с. КорчункиХмельницького р-ну                                                                                       ;Рішенням сесії обласної ради народних депутатів від 17.12.1993 року №3
13.;Цівківецький;парк-пам’ятка садово-паркового мистецтва;;2;В центрі с. Цівківці Новоушицького р-ну ;Браїлівська сільська рада;Рішенням 11 сесії облради від 30.03.2004 р. № 22-11/2004
14.;Заріччя;парк-пам’ятка садово-паркового мистецтва;;4,3;м. Хмельницький вул. Свободи;УЖКГ Хмельницького міськвиконкому;Рішенням 11 сесії облради від 30.03.2004 р. № 22-11/2004
15.;Парк ім.Мацишина;парк-пам’ятка садово-паркового мистецтва;;12;Поблизу с.Пирогівці;Хмельницького р-ну;Виконком обласної ради депутатів трудящих від 14.07.1977 року № 213 
16.;Вербківський;парк-пам’ятка садово-паркового мистецтва;;4,8;с.Вербка;Вербецька сільська рада с.ВербкаЯрмолинецького р-ну;Рішенням сесії обласної ради народних депутатів від 28.10.1994 року№ 7
17.;Виноградівський;парк-пам’ятка садово-паркового мистецтва;;7;с.Виноградівка;Психоневрологічний інтернатс.ВиноградівкаЯрмолинецького р-ну;Розпорядженням виконкому обласної ради депутатів трудящих від 22.10.1969 року № 358-р 
18.;Куявський;парк-пам’ятка садово-паркового мистецтва;;27,7;с.Соснівка;Протитуберкульозний  дитячий санаторій с.СоснівкаЯрмолинецького р-ну;Розпорядженням виконкому обласної ради депутатів трудящих від 30.011969 року № 72-р 
19.;Лугівський;парк-пам’ятка садово-паркового мистецтва;;7,6;с.Лугове;Баламутівська сільська рада с.ЛуговеЯрмолинецького р-ну;Рішенням сесії обласної ради народних депутатів від 17.12.1993 року №3
20;Скаржинецький;парк-пам’ятка садово-паркового мистецтва;;2,4;с.Скаржинці;Обласна психіатрична лікарня с.Скаржинці Ярмолинецького р-ну;Розпорядженням виконкому обласної ради депутатів трудящих від 30.011969 року № 72-р 
21.;Шарівський;парк-пам’ятка садово-паркового мистецтва;;12,8;с.Шарівка;Шарівська сільська радас.Шарівка Ярмолинецького р-ну;Рішенням сесії облради від 28.10.1994 року № 7
22.;Голосківський;парк-пам’ятка садово-паркового мистецтва;;12,7;с.Голосків;Голосківська середня школа  с.Голосків Кам’янець-Подільського р-ну;Розпорядженням облвиконкому від 7.12.1972 року № 462-р
23.;Кам’янець-Подільський;парк-пам’ятка садово-паркового мистецтва;;13;м.Кам’янець-Подільський по вул. Шевченка;Кам’янець-Подільський міськкомунгосп;Розпорядженням виконкому обласної ради депутатів трудящих від 11.06.1970 року№ 156-р- «б»
24.;Сквер ім. Т.Г. Шевченка;парк-пам’ятка садово-паркового мистецтва;;4,7;м. Хмельницький ;Управління житлово-комунального господарства Хмельницького міськвиконкому;Створено рішенням 16 сесії обласної ради Від 4.04.2001 р № 10, розширений рішенням 22 сесії обласної ради від 21.03.2002 р. 
25.;Іванковецький;парк-пам’ятка садово-паркового мистецтва;;2,6;с. Іванківці Новоушицького району;Пилипо–Хребтіївська сільська рада;Рішенням 13 сесії обласної ради від 25 грудня 1997 року № 5
26.;Чемеровецький;парк-пам’ятка садово-паркового мистецтва;;5,9;Смт. Чемерівці вул. І. Франка;Чемеровецька селищна рада;Рішенням 9 сесії обласної ради від 11.07.2007 р. № 23-9/2007
27.;Решнівецький;парк-пам’ятка садово-паркового мистецтва;;12,1;с. Решнівка;Решнівецька сільська рада Старокостянтинівського району;Рішення 24 сесії обласної ради від 18.11.2009 р. № 20-24/2009
;Всього парків-пам`яток садово-паркового мистецтва місцевого значення;27;;389,55;;;
1.;Дендропарк «Поділля»;денропарк;;36,3295;м.Хмельницький на перетині проспекту Миру та Старокостянтинівського шосе;УЖКГ Хмельницького міськвиконкому;Розпорядженням виконкому обласної ради депутатів трудящих від 30.01.1969 року № 72-р Змінено категорію рішенням сесії обласної ради від 11.07.2007 р. № 23-9/2007
2.;Миньковецький;денропарк;;3;Миньковецьке л-во ;ДП «Кам’янець-Подільський лісгосп»;Розпорядженням виконкому обласної ради депутатів трудящих від 30.011969 року № 72-р Змінено категорію рішенням сесії обласної ради від 11.07.2007 р. № 23-9/2007
3.;Отроківський;денропарк;;1,3;Центральна частина с. Отроків Новоушицького району;Отроківська сільська рада;Рішенням 10 сесії обласної ради від 29.02.2000 р № 10 Змінено категорію рішенням сесії обласної ради від 11.07.2007 р. № 23-9/2007
4.;Флора;денропарк;;16;С. Пільний Олексинець;Пільноолексинецька сільська рада;Рішення 24 сесії обласної ради від 18.11.2009 р. № 20-24/2009
5;Шепетівський;денропарк;;0,9194;м. Шепетівка, вул. Ватутіна, 59;Центр еколого-натуралістичної творчості учнівської молоді;Рішеннґ Хмельницької ОДА від 28.03.2013 №36-15/2013
;Всього дендропарків місцевого значення;5;;57,5489;;;
1.;Жабинецька дача;заповідне урочище;;180;Урочище «Жабинецькі дачі» кв. 1, 4, 5, 8.;ДП «Кам’янець-Подільський лісгосп»;Рішенням Хмельницького облвиконкому від19.10.1988 року №153
2.;Запуск;заповідне урочище;;5,7;За 3 км на південний схід  від  с.Варівці;ГСЛП „Горліс”Городоцького р-ну;Рішенням сесії обласної ради народних депутатів від 17.12.1993 року №3
3.;Скеля;заповідне урочище;;22,5;Поблизу м.Городок;Бедриковецька сільська рада Городоцького р-ну;Рішенням облвиконкому від 20.12.1989 року № 203
4.;Козацький яр;заповідне урочище;;8;Схил р.Тростянець в урочищі «Стара гребля»;Плодорадгосп «Городоцький» м.ГородокГородоцького р-ну;Рішенням сесії обласної ради народних депутатів від 28.10.1994 року № 7
5.;Липник;заповідне урочище;;59,9;Ліс біля с.Слобідка Шелехівська;СЛКП “Флора” Деражнянського р-ну;Рішенням сесії обласної ради народних депутатів від 28.10.1994 року № 7
6.;Круглик;заповідне урочище;;90;Поблизу с. Плужне;Плужнянська сільська рада Ізяславського р-ну;Рішенням сесії обласної ради народних депутатів від 17.12.1993 року №3
7.;Радошівське;заповідне урочище;;60,9;Поблизу с. Радошівка;Радошівська сільська рада Ізяславського р-ну;Рішенням 2 сесії обласної ради народних депутатів від 28.10.1994 року №7
8.;Гайок;заповідне урочище;;30;На околиці с. Михля;Лютарська сільська рада Ізяславського р-ну;Рішенням сесії обласної ради народних депутатів від 25.12.1992 року №7Розширено площу рішення сесії обласної ради від 28.10.1994  р. № 7
9.;Михайлівецьке;заповідне урочище;;253;Красилівське л-во кв. 56-64;ДП «Старокостянтинів-ський лісгосп»;Рішенням облвиконкому від 26.10.1990 року № 194
10.;Радіснянське;заповідне урочище;;38;Околиця с.Радісне;ЛСП “Красилівліс” Красилівського р-ну;Рішенням сесії обласної ради народних депутатів від 28.10.1994 року № 7
11.;Грабарка;заповідне урочище;;8,3;Козачківське л-во кв. 54, діл. 2;ДП «Летичівський лісгосп»;Рішенням облвиконкому від 4.09.1982 року № 278          
12.;Козачки;заповідне урочище;;28;Козачківське л-во кв. 20, діл. 15;ДП «Летичівський лісгосп»;Рішенням облвиконкому від 4.09.1982 року № 278          
13.;Морозівське;заповідне урочище;;10;Поблизу с.Миролюбне колгоспний ліс кв.3, вид 19, 20;Миролюбинська сільська рада с.Миролюбне Старокостянтинівського р-ну;Рішенням сесії обласної ради народних депутатів від 17.12.1993 року №3
14.;Корнаківський ліс;заповідне урочище;;125;Поблизу с.Проскурівка;ДГ «Проскурівська” с.ПроскурівкаЯрмолинецького р-ну;Рішенням облвиконкому від 4.09.1982 року № 278    Змешено площу рішенням виконкому обласної ради народних депутатів від 16.10.1991 р. № 171     
15.;Адамове займисько;заповідне урочище;;7;Поблизу с. Радошівка Ізяславського р-ну;Радошівська сільська рада ;Рішенням 10 сесії облради від 29.02.2000 р. № 10
16.;Вільшина ;заповідне урочище;;25,9;Східна частина м.НетішинКривинське л-во кв. 3, 6.;ДП «Славутський лісгосп»;Рішенням сесії обласної ради від 16.12.1998 року № 13
17.;Семенівське;заповідне урочище;;13,3;Заплава р. Семенівка поблизу с. Денисівка Білогірського району;Семенівська сільська рада;Рішенням 22 сесії обласної ради від 21.03.2002 р.№ 11
18.;Лезнівецьке;заповідне урочище;;114;Хмельницьке л-во кв. 37 Головного підприємства ДЛГО „Хмельницькліс”;ДП «Хмельницьке лісомисливське господарство»;Створено, як парк-пам’ятка садово-паркового м-ва рішенням облвиконкому від 17.07.77 р. пере заповідано зі зміною категоріїРішенням 11 сесії облради від 30.03.2004 р. № 22-11/2004
19.;Корчі;заповідне урочище;;52;В урочищі «Корчі» в південно-західній частині с. Шпичинці Хмельницького р-ну;Шпичинецька сільська рада;Рішенням 9 сесії обласної ради від 11.07.2007 р. № 23-9/2007
20.;Березина;заповідне урочище;;407;Ярмолинецьке л-во, кв. 34-41;ДП «Ярмолинецький лісгосп»;Рішенням облвиконкому від 14.07.1977 р. № 213Рішенням виконкому Хмельницької облради народних депутатів від 21.11.1984 р. № 242 переведено з категорії парк-пам_яткасадово-паркового мистецтва в категорію заповідне урочище 
;Всього заповідних урочищ;20;;1538,5;;;
1.;“Мальованка”;регіональний ландшафтний парк;;16915,3;Шепетівський, Полонський райони;ДП «Шепетівський лісгосп», ЛКП “Лісовик”;Рішенням 6 сесії обласної ради від 11.05.1998 року № 21
;Всього регіональних ландшафтних парків;1;;16915,3;;;
1.;Ботанічний сад Хмельницького національного університету;ботанічний сад;;2,21;м. Хмельницький вул.. Інститутська (територія Хмельницького національного університету);Хмельницький національний університет;Рішенням сесії обласної ради від 18.11.2009 р. № 20-24/2009
;Всього ботанічних садів місцевого значення;1;;2,21;;;
1.;Кам’янець-Подільський;зологічний парк;;1,57;м.Кам’янець-Подільський вул. Тімірязєва, 47;Відділ освіти Кам’янець-Подільської  міської ради;Рішенням обласної ради від 16.12.1998 року №13 
;Всього зоологічних парків місцевого значення;1;;1,57;;;
;Всього територій та об`єктів ПЗФ місцевого значення:;480;;48328,3523;;;
;Всього територій та об`єктів ПЗФ;522;;328456,2523;;;
